,time,cum_sec,self_sec,calls,self_s_call,tot_s_call,namespace,class,function,definition
567,0.0,523.81,0.0,9075.0,0.0,0.0,,UnitArea,UnitArea,"UnitArea::UnitArea(ChromaFormat, Area const&)"
568,0.0,523.81,0.0,7921.0,0.0,0.0,,CodingUnit,CodingUnit,CodingUnit::CodingUnit(UnitArea const&)
569,0.0,523.81,0.0,7921.0,0.0,0.0,,PredictionUnit,PredictionUnit,PredictionUnit::PredictionUnit(UnitArea const&)
570,0.0,523.81,0.0,7444.0,0.0,0.0,,,fastForwardDCT8_B8,"fastForwardDCT8_B8(int const*, int*, int, int, int, int)"
571,0.0,523.81,0.0,7296.0,0.0,0.0,,EncAdaptiveLoopFilter,getUnfilteredDistortion,"EncAdaptiveLoopFilter::getUnfilteredDistortion(AlfCovariance*, int)"
572,0.0,523.81,0.0,6712.0,0.0,0.0,,,fastForwardDCT8_B4,"fastForwardDCT8_B4(int const*, int*, int, int, int, int)"
573,0.0,523.81,0.0,6669.0,0.0,0.0,,,fastInverseDCT8_B4,"fastInverseDCT8_B4(int const*, int*, int, int, int, int, int, int)"
574,0.0,523.81,0.0,5339.0,0.0,0.0,,AlfCovariance,calcErrorForCcAlfCoeffs,"AlfCovariance::calcErrorForCcAlfCoeffs(short const*, int, int) const"
575,0.0,523.81,0.0,4740.0,0.0,0.0,,CABACWriter,unary_max_eqprob,"CABACWriter::unary_max_eqprob(unsigned int, unsigned int)"
576,0.0,523.81,0.0,4104.0,0.0,0.0,std,vector,_M_assign_aux,"void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag)"
577,0.0,523.81,0.0,3640.0,0.0,0.0,,,fastInverseDCT8_B16,"fastInverseDCT8_B16(int const*, int*, int, int, int, int, int, int)"
578,0.0,523.81,0.0,2807.0,0.0,0.0,,BinEncoderBase,encodeAlignedBinsEP,"BinEncoderBase::encodeAlignedBinsEP(unsigned int, unsigned int)"
579,0.0,523.81,0.0,2777.0,0.0,0.0,,PelStorage,destroy,PelStorage::destroy()
580,0.0,523.81,0.0,2741.0,0.0,0.0,,ComprCUCtx,get,int ComprCUCtx::get<int>(int) const
581,0.0,523.81,0.0,2136.0,0.0,0.0,,CABACWriter,codeCcAlfFilterControlIdc,"CABACWriter::codeCcAlfFilterControlIdc(unsigned char, CodingStructure&, ComponentID, int, unsigned char const*, Position, int)"
582,0.0,523.81,0.0,2008.0,0.0,0.0,,EncAdaptiveLoopFilter,getChromaCoeffRate,"EncAdaptiveLoopFilter::getChromaCoeffRate(AlfParam&, int)"
583,0.0,523.81,0.0,1997.0,0.0,0.0,,VLCWriter,xWriteFlag,VLCWriter::xWriteFlag(unsigned int)
584,0.0,523.81,0.0,1653.0,0.0,0.0,std,_Rb_tree_iterator,_M_emplace_hint_unique,"std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)"
585,0.0,523.81,0.0,1653.0,0.0,0.0,std,_Rb_tree,_M_get_insert_hint_unique_pos,"std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)"
586,0.0,523.81,0.0,1601.0,0.0,0.0,program_options_lite,Options,addOption,df::program_options_lite::Options::addOption(df::program_options_lite::OptionBase*)
587,0.0,523.81,0.0,1527.0,0.0,0.0,,,readStrToEnum,"std::istream& readStrToEnum<Level::Name, MapStrToLevel const>(MapStrToLevel const*, unsigned int, std::istream&, Level::Name&) [clone .constprop.0]"
588,0.0,523.81,0.0,1488.0,0.0,0.0,,SAOOffset,reset,SAOOffset::reset()
589,0.0,523.81,0.0,1425.0,0.0,0.0,,VLCWriter,xWriteCode,"VLCWriter::xWriteCode(unsigned int, unsigned int)"
590,0.0,523.81,0.0,1422.0,0.0,0.0,,CABACWriter,sao_offset_pars,"CABACWriter::sao_offset_pars(SAOOffset const&, ComponentID, bool, int)"
591,0.0,523.81,0.0,1378.0,0.0,0.0,,PelStorage,PelStorage,PelStorage::PelStorage()
592,0.0,523.81,0.0,1378.0,0.0,0.0,,,PelStorage,PelStorage::~PelStorage()
593,0.0,523.81,0.0,1357.0,0.0,0.0,,,,SAOOffset::operator=(SAOOffset const&)
594,0.0,523.81,0.0,1318.0,0.0,0.0,,PelStorage,create,"PelStorage::create(ChromaFormat const&, Area const&, unsigned int, unsigned int, unsigned int, bool)"
595,0.0,523.81,0.0,1194.0,0.0,0.0,,EncSampleAdaptiveOffset,getDistortion,"EncSampleAdaptiveOffset::getDistortion(int, int, int, int*, SAOStatData&)"
596,0.0,523.81,0.0,1183.0,0.0,0.0,,PelStorage,create,PelStorage::create(UnitArea const&)
597,0.0,523.81,0.0,1030.0,0.0,0.0,,SampleAdaptiveOffset,invertQuantOffsets,"SampleAdaptiveOffset::invertQuantOffsets(ComponentID, int, int, int*, int*)"
598,0.0,523.81,0.0,1020.0,0.0,0.0,,VLCWriter,xWriteUvlc,VLCWriter::xWriteUvlc(unsigned int)
599,0.0,523.81,0.0,960.0,0.0,0.0,,EncSampleAdaptiveOffset,deriveOffsets,"EncSampleAdaptiveOffset::deriveOffsets(ComponentID, int, int, SAOStatData&, int*, int&)"
600,0.0,523.81,0.0,936.0,0.0,0.0,,EncAdaptiveLoopFilter,getDistForce0,"EncAdaptiveLoopFilter::getDistForce0(AlfFilterShape&, int, double (*) [2], bool*)"
601,0.0,523.81,0.0,936.0,0.0,0.0,,EncAdaptiveLoopFilter,getCostFilterCoeff,"EncAdaptiveLoopFilter::getCostFilterCoeff(AlfFilterShape&, int**, int)"
602,0.0,523.81,0.0,936.0,0.0,0.0,,EncAdaptiveLoopFilter,getDistCoeffForce0,"EncAdaptiveLoopFilter::getDistCoeffForce0(bool*, double (*) [2], int*, int, int)"
603,0.0,523.81,0.0,936.0,0.0,0.0,,EncAdaptiveLoopFilter,lengthFilterCoeffs,"EncAdaptiveLoopFilter::lengthFilterCoeffs(AlfFilterShape&, int, int**)"
604,0.0,523.81,0.0,936.0,0.0,0.0,,EncAdaptiveLoopFilter,getCostFilterCoeffForce0,"EncAdaptiveLoopFilter::getCostFilterCoeffForce0(AlfFilterShape&, int**, int, bool*)"
605,0.0,523.81,0.0,936.0,0.0,0.0,,EncAdaptiveLoopFilter,deriveFilterCoefficientsPredictionMode,"EncAdaptiveLoopFilter::deriveFilterCoefficientsPredictionMode(AlfFilterShape&, int**, int**, int)"
606,0.0,523.81,0.0,932.0,0.0,0.0,,detail,aligned_malloc,"short* detail::aligned_malloc<short>(unsigned long, unsigned long)"
607,0.0,523.81,0.0,894.0,0.0,0.0,,detail,aligned_malloc,"int* detail::aligned_malloc<int>(unsigned long, unsigned long)"
608,0.0,523.81,0.0,884.0,0.0,0.0,,CABACWriter,codeAlfCtuEnableFlags,"CABACWriter::codeAlfCtuEnableFlags(CodingStructure&, ComponentID, AlfParam*)"
609,0.0,523.81,0.0,852.0,0.0,0.0,,CABACWriter,codeAlfCtuAlternatives,"CABACWriter::codeAlfCtuAlternatives(CodingStructure&, ComponentID, AlfParam*)"
610,0.0,523.81,0.0,840.0,0.0,0.0,,SAOOffset,SAOOffset,SAOOffset::SAOOffset()
611,0.0,523.81,0.0,840.0,0.0,0.0,,,SAOOffset,SAOOffset::~SAOOffset()
612,0.0,523.81,0.0,832.0,0.0,0.0,,AdaptiveLoopFilter,deriveClassificationBlk,"AdaptiveLoopFilter::deriveClassificationBlk(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int)"
613,0.0,523.81,0.0,618.0,0.0,0.0,,EncAdaptiveLoopFilter,setEnableFlag,"EncAdaptiveLoopFilter::setEnableFlag(AlfParam&, ChannelType, bool)"
614,0.0,523.81,0.0,581.0,0.0,0.0,program_options_lite,Options,addOptions,df::program_options_lite::Options::addOptions()
615,0.0,523.81,0.0,540.0,0.0,0.0,program_options_lite,Option,setDefault,df::program_options_lite::Option<int>::setDefault()
616,0.0,523.81,0.0,540.0,0.0,0.0,,,Option,df::program_options_lite::Option<int>::~Option()
617,0.0,523.81,0.0,492.0,0.0,0.0,,AdaptiveLoopFilter,reconstructCoeff,"AdaptiveLoopFilter::reconstructCoeff(AlfParam&, ChannelType, bool, bool)"
618,0.0,523.81,0.0,478.0,0.0,0.0,,EncAdaptiveLoopFilter,getFrameStats,"EncAdaptiveLoopFilter::getFrameStats(ChannelType, int)"
619,0.0,523.81,0.0,468.0,0.0,0.0,,EncAdaptiveLoopFilter,getCostFilterClipp,"EncAdaptiveLoopFilter::getCostFilterClipp(AlfFilterShape&, int**, int)"
620,0.0,523.81,0.0,462.0,0.0,0.02,,EncAdaptiveLoopFilter,getFilterCoeffAndCost,"EncAdaptiveLoopFilter::getFilterCoeffAndCost(CodingStructure&, double, ChannelType, bool, int, int&, bool)"
621,0.0,523.81,0.0,458.0,0.0,0.0,,CABACWriter,codeAlfCtuEnableFlags,"CABACWriter::codeAlfCtuEnableFlags(CodingStructure&, ChannelType, AlfParam*)"
622,0.0,523.81,0.0,458.0,0.0,0.0,,CABACWriter,codeAlfCtuAlternatives,"CABACWriter::codeAlfCtuAlternatives(CodingStructure&, ChannelType, AlfParam*)"
623,0.0,523.81,0.0,446.0,0.0,0.0,,AdaptiveLoopFilter,isCrossedByVirtualBoundaries,"AdaptiveLoopFilter::isCrossedByVirtualBoundaries(CodingStructure const&, int, int, int, int, bool&, bool&, bool&, bool&, int&, int&, int*, int*, int&)"
624,0.0,523.81,0.0,434.0,0.0,0.0,,EncAdaptiveLoopFilter,setEnableFlag,"EncAdaptiveLoopFilter::setEnableFlag(AlfParam&, ChannelType, unsigned char**)"
625,0.0,523.81,0.0,404.0,0.0,0.0,std,vector,_M_default_append,"std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long)"
626,0.0,523.81,0.0,340.0,0.0,0.0,,CodingStructure,getMotionBuf,CodingStructure::getMotionBuf(Area const&)
627,0.0,523.81,0.0,319.0,0.0,0.0,program_options_lite,Option,setDefault,df::program_options_lite::Option<bool>::setDefault()
628,0.0,523.81,0.0,319.0,0.0,0.0,,,Option,df::program_options_lite::Option<bool>::~Option()
629,0.0,523.81,0.0,313.0,0.0,0.0,,,,SAOBlkParam::operator=(SAOBlkParam const&)
630,0.0,523.81,0.0,298.0,0.0,0.0,,CodingStructure,createCoeffs,CodingStructure::createCoeffs(bool)
631,0.0,523.81,0.0,295.0,0.0,0.0,,CodingStructure,CodingStructure,"CodingStructure::CodingStructure(dynamic_cache<CodingUnit>&, dynamic_cache<PredictionUnit>&, dynamic_cache<TransformUnit>&)"
632,0.0,523.81,0.0,294.0,0.0,0.0,,CodingStructure,createInternals,"CodingStructure::createInternals(UnitArea const&, bool, bool)"
633,0.0,523.81,0.0,294.0,0.0,0.0,,CodingStructure,destroy,CodingStructure::destroy()
634,0.0,523.81,0.0,294.0,0.0,0.0,std,vector,_M_range_insert,"void std::vector<CodingUnit*, std::allocator<CodingUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > > >(__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, __gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, __gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, std::forward_iterator_tag)"
635,0.0,523.81,0.0,294.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<CodingUnit*, std::allocator<CodingUnit*> >::_M_realloc_insert<CodingUnit* const&>(__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, CodingUnit* const&)"
636,0.0,523.81,0.0,294.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<PredictionUnit*, std::allocator<PredictionUnit*> >::_M_realloc_insert<PredictionUnit* const&>(__gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > >, PredictionUnit* const&)"
637,0.0,523.81,0.0,292.0,0.0,0.0,,CodingStructure,create,"CodingStructure::create(ChromaFormat const&, Area const&, bool, bool)"
638,0.0,523.81,0.0,272.0,0.0,0.0,,CABACWriter,sao_block_pars,"CABACWriter::sao_block_pars(SAOBlkParam const&, BitDepths const&, bool*, bool, bool, bool)"
639,0.0,523.81,0.0,266.0,0.0,0.0,program_options_lite,CfgStreamParser,scanLine,"df::program_options_lite::CfgStreamParser::scanLine(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)"
640,0.0,523.81,0.0,257.0,0.0,0.0,program_options_lite,Option,setDefault,df::program_options_lite::Option<Level::Name>::setDefault()
641,0.0,523.81,0.0,257.0,0.0,0.0,,,Option,df::program_options_lite::Option<Level::Name>::~Option()
642,0.0,523.81,0.0,256.0,0.0,0.0,,EncAdaptiveLoopFilter,getFilteredDistortion,"EncAdaptiveLoopFilter::getFilteredDistortion(AlfCovariance*, int, int, int)"
643,0.0,523.81,0.0,253.0,0.0,0.0,,,compareCounts,"compareCounts(FilterIdxCount, FilterIdxCount)"
644,0.0,523.81,0.0,239.0,0.0,0.0,,EncAdaptiveLoopFilter,copyCtuEnableFlag,"EncAdaptiveLoopFilter::copyCtuEnableFlag(unsigned char**, unsigned char**, ChannelType)"
645,0.0,523.81,0.0,216.0,0.0,0.0,,SAOBlkParam,reset,SAOBlkParam::reset()
646,0.0,523.81,0.0,216.0,0.0,0.0,,SAOBlkParam,SAOBlkParam,SAOBlkParam::SAOBlkParam()
647,0.0,523.81,0.0,216.0,0.0,0.0,,,SAOBlkParam,SAOBlkParam::~SAOBlkParam()
648,0.0,523.81,0.0,213.0,0.0,0.0,,EncAdaptiveLoopFilter,setCtuEnableFlag,"EncAdaptiveLoopFilter::setCtuEnableFlag(unsigned char**, ChannelType, unsigned char)"
649,0.0,523.81,0.0,210.0,0.0,0.0,,EncAdaptiveLoopFilter,copyAlfParam,"EncAdaptiveLoopFilter::copyAlfParam(AlfParam&, AlfParam&, ChannelType)"
650,0.0,523.81,0.0,208.0,0.0,0.0,,EncAdaptiveLoopFilter,copyCtuAlternativeChroma,"EncAdaptiveLoopFilter::copyCtuAlternativeChroma(unsigned char**, unsigned char**)"
651,0.0,523.81,0.0,208.0,0.0,0.0,,,Option,"df::program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~Option()"
652,0.0,523.81,0.0,207.0,0.0,0.0,program_options_lite,Option,setDefault,"df::program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::setDefault()"
653,0.0,523.81,0.0,204.0,0.0,0.0,program_options_lite,OptionWriter,storePair,"df::program_options_lite::OptionWriter::storePair(bool, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)"
654,0.0,523.81,0.0,204.0,0.0,0.0,std,_Rb_tree,find,"std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)"
655,0.0,523.81,0.0,182.0,0.0,0.0,,SampleAdaptiveOffset,offsetBlock,"SampleAdaptiveOffset::offsetBlock(int, ClpRng const&, int, int*, short const*, short*, int, int, int, int, bool, bool, bool, bool, bool, bool, bool, bool, bool, int*, int*, int, int)"
656,0.0,523.81,0.0,167.0,0.0,0.0,,EncAdaptiveLoopFilter,getFrameStatsCcalf,"EncAdaptiveLoopFilter::getFrameStatsCcalf(ComponentID, int)"
657,0.0,523.81,0.0,167.0,0.0,0.0,,EncAdaptiveLoopFilter,roundFiltCoeffCCALF,"EncAdaptiveLoopFilter::roundFiltCoeffCCALF(short*, double*, int, int)"
658,0.0,523.81,0.0,167.0,0.0,0.0,,EncAdaptiveLoopFilter,deriveCcAlfFilterCoeff,"EncAdaptiveLoopFilter::deriveCcAlfFilterCoeff(ComponentID, UnitBuf<short> const&, UnitBuf<short> const&, short (*) [8], unsigned char)"
659,0.0,523.81,0.0,156.0,0.0,0.0,program_options_lite,OptionSpecific,operator,"df::program_options_lite::OptionSpecific& df::program_options_lite::OptionSpecific::operator()<int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)"
660,0.0,523.81,0.0,128.0,0.0,0.0,,CABACWriter,coding_tree,"CABACWriter::coding_tree(CodingStructure const&, Partitioner&, CUCtx&, Partitioner*, CUCtx*)"
661,0.0,523.81,0.0,128.0,0.0,0.0,,SampleAdaptiveOffset,isCrossedByVirtualBoundaries,"SampleAdaptiveOffset::isCrossedByVirtualBoundaries(int, int, int, int, int&, int&, int*, int*, PicHeader const*)"
662,0.0,523.81,0.0,128.0,0.0,0.0,,EncAdaptiveLoopFilter,initCtuAlternativeChroma,EncAdaptiveLoopFilter::initCtuAlternativeChroma(unsigned char**)
663,0.0,523.81,0.0,126.0,0.0,0.0,,AdaptiveLoopFilter,filterBlkCcAlf,"void AdaptiveLoopFilter::filterBlkCcAlf<(AlfFilterType)2>(AreaBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, ClpRngs const&, CodingStructure&, int, int)"
664,0.0,523.81,0.0,120.0,0.0,0.0,,OutputBitstream,clear,OutputBitstream::clear()
665,0.0,523.81,0.0,106.0,0.0,0.0,std,vector,_M_default_append,"std::vector<int, std::allocator<int> >::_M_default_append(unsigned long)"
666,0.0,523.81,0.0,104.0,0.0,0.0,,OutputBitstream,OutputBitstream,OutputBitstream::OutputBitstream()
667,0.0,523.81,0.0,104.0,0.0,0.0,,,OutputBitstream,OutputBitstream::~OutputBitstream()
668,0.0,523.81,0.0,99.0,0.0,0.0,program_options_lite,SilentReporter,error,"df::program_options_lite::SilentReporter::error(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)"
669,0.0,523.81,0.0,95.0,0.0,0.0,,,,df::program_options_lite::CfgStreamParser::where[abi:cxx11]()
670,0.0,523.81,0.0,94.0,0.0,0.0,,ReferencePictureList,getNumberOfLongtermPictures,ReferencePictureList::getNumberOfLongtermPictures() const
671,0.0,523.81,0.0,92.0,0.0,0.0,,,,main
672,0.0,523.81,0.0,84.0,0.0,0.0,__gnu_cxx,__ops,_Iter_comp_iter,"void std::__insertion_sort<FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)> >(FilterIdxCount*, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)>)"
673,0.0,523.81,0.0,84.0,0.0,0.0,__gnu_cxx,__ops,_Iter_comp_iter,"void std::__merge_sort_with_buffer<FilterIdxCount*, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)> >(FilterIdxCount*, FilterIdxCount*, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)>)"
674,0.0,523.81,0.0,80.0,0.0,0.0,,ContextSetCfg,getInitTable,ContextSetCfg::getInitTable(unsigned int)
675,0.0,523.81,0.0,80.0,0.0,0.0,,CtxStore,copyFrom,CtxStore<BinProbModel_Std>::copyFrom(CtxStore<BinProbModel_Std> const&)
676,0.0,523.81,0.0,79.0,0.0,0.0,,,fastForwardDCT8_B32,"fastForwardDCT8_B32(int const*, int*, int, int, int, int)"
677,0.0,523.81,0.0,79.0,0.0,0.0,,,fastInverseDCT8_B32,"fastInverseDCT8_B32(int const*, int*, int, int, int, int, int, int)"
678,0.0,523.81,0.0,76.0,0.0,0.0,program_options_lite,OptionSpecific,operator,"df::program_options_lite::OptionSpecific& df::program_options_lite::OptionSpecific::operator()<unsigned int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int&, unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)"
679,0.0,523.81,0.0,76.0,0.0,0.0,program_options_lite,Option,setDefault,df::program_options_lite::Option<unsigned int>::setDefault()
680,0.0,523.81,0.0,76.0,0.0,0.0,,,Option,df::program_options_lite::Option<unsigned int>::~Option()
681,0.0,523.81,0.0,76.0,0.0,0.0,std,_Rb_tree,_M_get_insert_hint_unique_pos,"std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&)"
682,0.0,523.81,0.0,74.0,0.0,0.0,,Ctx,Ctx,Ctx::Ctx()
683,0.0,523.81,0.0,74.0,0.0,0.0,,CtxStore,CtxStore,CtxStore<BinProbModel_Std>::CtxStore()
684,0.0,523.81,0.0,69.0,0.0,0.0,,,,"std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&)"
685,0.0,523.81,0.0,66.0,0.0,0.0,,ReferencePictureList,getNumberOfShorttermPictures,ReferencePictureList::getNumberOfShorttermPictures() const
686,0.0,523.81,0.0,64.0,0.0,0.0,,CABACWriter,sao,"CABACWriter::sao(Slice const&, unsigned int)"
687,0.0,523.81,0.0,64.0,0.0,0.0,,BinEncoderBase,init,BinEncoderBase::init(OutputBitstream*)
688,0.0,523.81,0.0,64.0,0.0,0.0,,AdaptiveLoopFilter,deriveClassification,"AdaptiveLoopFilter::deriveClassification(AlfClassifier**, AreaBuf<short const> const&, Area const&, Area const&)"
689,0.0,523.81,0.0,64.0,0.0,0.0,,SaveLoadEncInfoSbt,init,SaveLoadEncInfoSbt::init(Slice const&)
690,0.0,523.81,0.0,64.0,0.0,0.0,,SampleAdaptiveOffset,getMergeList,"SampleAdaptiveOffset::getMergeList(CodingStructure&, int, SAOBlkParam*, SAOBlkParam**)"
691,0.0,523.81,0.0,64.0,0.0,0.0,,SampleAdaptiveOffset,reconstructBlkSAOParam,"SampleAdaptiveOffset::reconstructBlkSAOParam(SAOBlkParam&, SAOBlkParam**)"
692,0.0,523.81,0.0,64.0,0.0,0.0,,SampleAdaptiveOffset,offsetCTU,"SampleAdaptiveOffset::offsetCTU(UnitArea const&, UnitBuf<short const> const&, UnitBuf<short>&, SAOBlkParam&, CodingStructure&)"
693,0.0,523.81,0.0,64.0,0.0,0.0,,EncSampleAdaptiveOffset,deriveModeNewRDO,"EncSampleAdaptiveOffset::deriveModeNewRDO(BitDepths const&, int, SAOBlkParam**, bool*, std::vector<SAOStatData**, std::allocator<SAOStatData**> >&, SAOBlkParam&, double&)"
694,0.0,523.81,0.0,64.0,0.0,0.0,,EncSampleAdaptiveOffset,deriveModeMergeRDO,"EncSampleAdaptiveOffset::deriveModeMergeRDO(BitDepths const&, int, SAOBlkParam**, bool*, std::vector<SAOStatData**, std::allocator<SAOStatData**> >&, SAOBlkParam&, double&)"
695,0.0,523.81,0.0,64.0,0.0,0.0,program_options_lite,Option,setDefault,df::program_options_lite::Option<GOPEntry>::setDefault()
696,0.0,523.81,0.0,64.0,0.0,0.0,,,Option,df::program_options_lite::Option<GOPEntry>::~Option()
697,0.0,523.81,0.0,64.0,0.0,0.0,,DecCu,initDecCuReshaper,"DecCu::initDecCuReshaper(Reshape*, ChromaFormat)"
698,0.0,523.81,0.0,64.0,0.0,7.9,,EncCu,compressCtu,"EncCu::compressCtu(CodingStructure&, UnitArea const&, unsigned int, int const*, int const*)"
699,0.0,523.81,0.0,64.0,0.0,0.0,,SampleAdaptiveOffset,deriveLoopFilterBoundaryAvailibility,"SampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility(CodingStructure&, Position const&, bool&, bool&, bool&, bool&, bool&, bool&, bool&, bool&) const"
700,0.0,523.81,0.0,64.0,0.0,0.0,,EncSampleAdaptiveOffset,deriveLoopFilterBoundaryAvailibility,"EncSampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility(CodingStructure&, Position const&, bool&, bool&, bool&) const"
701,0.0,523.81,0.0,64.0,0.0,0.0,,Slice,getMinPictureDistance,Slice::getMinPictureDistance() const
702,0.0,523.81,0.0,54.0,0.0,0.0,,ReferencePictureList,setNumberOfActivePictures,ReferencePictureList::setNumberOfActivePictures(int)
703,0.0,523.81,0.0,54.0,0.0,0.0,,ReferencePictureList,setNumberOfLongtermPictures,ReferencePictureList::setNumberOfLongtermPictures(int)
704,0.0,523.81,0.0,54.0,0.0,0.0,,ReferencePictureList,setNumberOfShorttermPictures,ReferencePictureList::setNumberOfShorttermPictures(int)
